 WL        Abs       T%
1060.0  0.518071  30.333982
1061.0  0.517718  30.358622
1062.0  0.517814  30.351896
1063.0  0.517917  30.344700
1064.0  0.517565  30.369297
1065.0  0.518050  30.335455
1066.0  0.518076  30.333616
1067.0  0.517670  30.361980
1068.0  0.518335  30.315502
1069.0  0.518038  30.336239
1070.0  0.517911  30.345150
1071.0  0.518559  30.299871
1072.0  0.518138  30.329252
1073.0  0.518516  30.302891
1074.0  0.518818  30.281853
1075.0  0.518353  30.314280
1076.0  0.519139  30.259445
1077.0  0.516829  30.420799
1078.0  0.517382  30.382088
1079.0  0.517298  30.387985
1080.0  0.517164  30.397362
1081.0  0.517694  30.360329
1082.0  0.517576  30.368530
1083.0  0.517757  30.355864
1084.0  0.518419  30.309654
1085.0  0.518021  30.337446
1086.0  0.518363  30.313530
1087.0  0.518713  30.289162
1088.0  0.518101  30.331892
1089.0  0.518591  30.297659
1090.0  0.518353  30.314297
1091.0  0.518510  30.303331
1092.0  0.519064  30.264662
1093.0  0.518715  30.289036
1094.0  0.519081  30.263481
1095.0  0.520108  30.191977
1096.0  0.520234  30.183233
1097.0  0.520964  30.132547
1098.0  0.520898  30.137131
1099.0  0.521617  30.087273
1100.0  0.522981  29.992975
